random_rank,attempt_number,doi,version,preprint_date,category,title,fulltext_ok,fulltext_source,fulltext_url,paper_url,doi_url,result_rows_for_paper,failure_reason,processed_at_utc
4579,4579,10.1101/2022.02.11.480047,1,2022-02-11,biochemistry,Structure of the vasopressin hormone-V2 receptor-β-arrestin1 ternary complex,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/11/2022.02.11.480047.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.11.480047,https://doi.org/10.1101/2022.02.11.480047,1,,2026-07-18T23:09:05.272036+00:00
4580,4580,10.1101/2022.10.24.513174,1,2022-10-25,bioinformatics,Extremely-fast construction and querying of compacted and colored de Bruijn graphs with GGCAT,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/25/2022.10.24.513174.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.24.513174,https://doi.org/10.1101/2022.10.24.513174,1,,2026-07-18T23:09:24.010054+00:00
4581,4581,10.1101/2022.11.29.517206,1,2022-11-29,evolutionary biology,How many ecological niches are defined by the superabundant marine microbe Prochlorococcus?,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/29/2022.11.29.517206.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.29.517206,https://doi.org/10.1101/2022.11.29.517206,0,,2026-07-18T23:09:41.013055+00:00
4582,4582,10.1101/2022.01.14.476424,1,2022-01-15,molecular biology,FRET monitoring of transcription factor activities in living bacteria,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/15/2022.01.14.476424.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.14.476424,https://doi.org/10.1101/2022.01.14.476424,3,,2026-07-18T23:09:59.739462+00:00
4583,4583,10.1101/2022.06.23.497388,1,2022-06-24,genetics,DNA Release from Complex Plant Tissue Using Focused Ultrasound Extraction (FUSE),true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/24/2022.06.23.497388.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.23.497388,https://doi.org/10.1101/2022.06.23.497388,4,,2026-07-18T23:10:14.651312+00:00
4584,4584,10.1101/2022.02.28.480959,1,2022-03-02,physiology,Increased core body temperature exacerbates defective protein prenylation in mouse avatars of mevalonate kinase deficiency,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/02/2022.02.28.480959.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.28.480959,https://doi.org/10.1101/2022.02.28.480959,0,,2026-07-18T23:10:27.838889+00:00
4585,4585,10.1101/2022.05.18.492491,1,2022-05-20,evolutionary biology,Non-aging despite high mutation rate - genomic insights into the evolution of Hydra,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/20/2022.05.18.492491.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.18.492491,https://doi.org/10.1101/2022.05.18.492491,2,,2026-07-18T23:10:43.897631+00:00
4586,4586,10.1101/2022.06.29.498191,1,2022-06-30,cell biology,Inhibitory effects of GT0918 on acute lung injury and the molecular mechanisms of anti-inflammatory response,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/30/2022.06.29.498191.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.29.498191,https://doi.org/10.1101/2022.06.29.498191,4,,2026-07-18T23:10:55.912248+00:00
4587,4587,10.1101/2021.09.16.460695,3,2022-07-09,neuroscience,Reactivating Hippocampal-Mediated Memories During Reconsolidation to Disrupt Fear,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/09/2021.09.16.460695.source.xml,https://www.biorxiv.org/content/10.1101/2021.09.16.460695,https://doi.org/10.1101/2021.09.16.460695,3,,2026-07-18T23:11:10.654790+00:00
4588,4588,10.1101/2022.12.11.520009,1,2022-12-12,biochemistry,3D Graph Contrastive Learning for MolecularProperty Prediction,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/12/2022.12.11.520009.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.11.520009,https://doi.org/10.1101/2022.12.11.520009,0,,2026-07-18T23:11:22.123597+00:00
4589,4589,10.1101/2022.03.16.484487,1,2022-03-18,neuroscience,Microglial P2Y12 mediates chronic stress-induced synapse loss in the prefrontal cortex and associated behavioral consequences in male mice,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/18/2022.03.16.484487.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.16.484487,https://doi.org/10.1101/2022.03.16.484487,5,,2026-07-18T23:11:35.402666+00:00
4590,4590,10.1101/2022.05.31.494192,1,2022-05-31,molecular biology,The mIAA7 degron improves auxin-mediated degradation in C. elegans,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/31/2022.05.31.494192.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.31.494192,https://doi.org/10.1101/2022.05.31.494192,3,,2026-07-18T23:11:55.492992+00:00
4591,4591,10.1101/2021.08.24.457564,2,2022-01-22,microbiology,Genomic screening of antimicrobial resistance markers in UK and US Campylobacter isolates highlights stability of resistance over an 18 year period,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/22/2021.08.24.457564.source.xml,https://www.biorxiv.org/content/10.1101/2021.08.24.457564,https://doi.org/10.1101/2021.08.24.457564,1,,2026-07-18T23:12:13.703445+00:00
4592,4592,10.1101/2022.01.21.477243,3,2022-07-25,neuroscience,Time-resolved parameterization of aperiodic and periodic brain activity,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/25/2022.01.21.477243.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.21.477243,https://doi.org/10.1101/2022.01.21.477243,0,,2026-07-18T23:12:30.353910+00:00
4593,4593,10.1101/2022.02.25.481986,1,2022-02-25,developmental biology,Zebrafish Neuromesodermal Progenitors Undergo a Critical State Transition in vivo,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/25/2022.02.25.481986.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.25.481986,https://doi.org/10.1101/2022.02.25.481986,0,,2026-07-18T23:12:49.160816+00:00
4594,4594,10.1101/2022.01.11.475864,1,2022-01-12,bioinformatics,Inferring tumor-specific cancer dependencies through integrating ex-vivo drug response assays and drug-protein profiling,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/12/2022.01.11.475864.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.11.475864,https://doi.org/10.1101/2022.01.11.475864,0,,2026-07-18T23:13:02.117871+00:00
4595,4595,10.1101/2022.03.15.484497,1,2022-03-15,microbiology,Production of novel biosurfactant by a new yeast species isolated from Prunus mume Sieb. et Zucc.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/15/2022.03.15.484497.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.15.484497,https://doi.org/10.1101/2022.03.15.484497,1,,2026-07-18T23:13:12.257255+00:00
4596,4596,10.1101/2022.07.29.501992,1,2022-07-29,microbiology,TraC of the conjugative plasmid pKM101 is secreted as a monomer in outer membrane vesicles and stimulates conjugation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/29/2022.07.29.501992.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.29.501992,https://doi.org/10.1101/2022.07.29.501992,0,,2026-07-18T23:13:27.211792+00:00
4597,4597,10.1101/2022.02.19.481141,1,2022-02-19,plant biology,Improved pathogen and stress tolerance in tomato mutants of SET domain histone 3 lysine methyltransferases,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/19/2022.02.19.481141.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.19.481141,https://doi.org/10.1101/2022.02.19.481141,4,,2026-07-18T23:13:45.480754+00:00
4598,4598,10.1101/2022.12.14.520395,1,2022-12-14,microbiology,Enteric nervous system regeneration and functional cure of experimental digestive Chagas disease with trypanocidal chemotherapy,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/14/2022.12.14.520395.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.14.520395,https://doi.org/10.1101/2022.12.14.520395,5,,2026-07-18T23:14:08.443304+00:00
4599,4599,10.1101/2022.02.11.480087,1,2022-02-11,biochemistry,Mechanochemical tuning of a kinesin motor essential for malaria parasite transmission,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/11/2022.02.11.480087.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.11.480087,https://doi.org/10.1101/2022.02.11.480087,2,,2026-07-18T23:14:19.773832+00:00
4600,4600,10.1101/2022.09.01.506210,1,2022-09-02,pharmacology and toxicology,Cancer-Associated Mutations Enhance The Sensitivity Of The Trupath GαQ/11 System,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/02/2022.09.01.506210.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.01.506210,https://doi.org/10.1101/2022.09.01.506210,4,,2026-07-18T23:14:30.627729+00:00
4601,4601,10.1101/2021.12.16.472922,2,2022-01-03,evolutionary biology,Supergene formation: evidence for recombination suppression among multiple functional loci within inversions.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/03/2021.12.16.472922.source.xml,https://www.biorxiv.org/content/10.1101/2021.12.16.472922,https://doi.org/10.1101/2021.12.16.472922,2,,2026-07-18T23:14:41.981443+00:00
4602,4602,10.1101/2022.05.07.490865,1,2022-05-08,evolutionary biology,Significant phylogenetic signal is not enough to trust phylogenetic predictions,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/08/2022.05.07.490865.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.07.490865,https://doi.org/10.1101/2022.05.07.490865,0,,2026-07-18T23:14:59.872678+00:00
4603,4603,10.1101/2022.07.12.499707,1,2022-07-14,genomics,Genome assembly of the polyclad flatworm Prostheceraeus crozieri,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/14/2022.07.12.499707.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.12.499707,https://doi.org/10.1101/2022.07.12.499707,4,,2026-07-18T23:15:14.223546+00:00
4604,4604,10.1101/2021.07.23.453552,4,2022-10-25,neuroscience,Emotional states as distinct configurations of functional brain networks,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/25/2021.07.23.453552.source.xml,https://www.biorxiv.org/content/10.1101/2021.07.23.453552,https://doi.org/10.1101/2021.07.23.453552,0,,2026-07-18T23:15:30.832880+00:00
4605,4605,10.1101/2022.01.18.476842,1,2022-01-21,bioinformatics,Deep learning based on multi-omics integration identifies potential therapeutic targets in breast cancer,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/21/2022.01.18.476842.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.18.476842,https://doi.org/10.1101/2022.01.18.476842,3,,2026-07-18T23:15:45.877565+00:00
4606,4606,10.1101/2022.05.09.491239,1,2022-05-10,biophysics,Design of an ultrafast pulsed ponderomotive phase plate for cryo-electron tomography,false,jats_failed,https://www.biorxiv.org/content/early/2022/05/10/2022.05.09.491239.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.09.491239,https://doi.org/10.1101/2022.05.09.491239,0,http_404,2026-07-18T23:16:00.269916+00:00
4607,4607,10.1101/2022.03.30.486373,3,2022-04-12,bioinformatics,Prediction of infectivity of SARS-CoV2: Mathematical model with analysis of docking simulation for spike proteins and angiotensin-converting enzyme 2,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/12/2022.03.30.486373.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.30.486373,https://doi.org/10.1101/2022.03.30.486373,0,,2026-07-18T23:16:17.507837+00:00
4608,4608,10.1101/2022.05.03.490441,1,2022-05-04,genetics,Subfunctionalized expression drives evolutionary retention of ribosomal protein paralogs in vertebrates,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/04/2022.05.03.490441.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.03.490441,https://doi.org/10.1101/2022.05.03.490441,6,,2026-07-18T23:16:30.668166+00:00
4609,4609,10.1101/2021.12.08.471815,2,2022-04-19,bioinformatics,Evolution of tunnels in alpha/beta-hydrolase fold proteins - what can we learn from studying epoxide hydrolases?,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/19/2021.12.08.471815.source.xml,https://www.biorxiv.org/content/10.1101/2021.12.08.471815,https://doi.org/10.1101/2021.12.08.471815,0,,2026-07-18T23:16:44.690952+00:00
4610,4610,10.1101/2022.08.12.503802,1,2022-08-15,neuroscience,Hierarchical unimodal processing within the primary somatosensory cortex during a bimodal detection task,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/15/2022.08.12.503802.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.12.503802,https://doi.org/10.1101/2022.08.12.503802,0,,2026-07-18T23:16:56.329597+00:00
4611,4611,10.1101/2022.02.14.480339,1,2022-02-14,neuroscience,Oligodendrocyte-lineage cell exocytosis and L-type prostaglandin D synthase 1 promote oligodendrocyte development and myelination,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/14/2022.02.14.480339.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.14.480339,https://doi.org/10.1101/2022.02.14.480339,8,,2026-07-18T23:17:06.279705+00:00
4612,4612,10.1101/2022.04.27.489762,1,2022-04-27,microbiology,Extensive diversity of RNA viruses in ticks revealed by metagenomics in northeastern China,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/27/2022.04.27.489762.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.27.489762,https://doi.org/10.1101/2022.04.27.489762,2,,2026-07-18T23:17:16.295799+00:00
4613,4613,10.1101/2022.03.30.486448,1,2022-04-05,cancer biology,"Age at cancer diagnosis by breed, weight, sex, and cancer type in a cohort of over 3,000 dogs: determining the optimal age to initiate cancer screening in canine patients",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/05/2022.03.30.486448.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.30.486448,https://doi.org/10.1101/2022.03.30.486448,0,,2026-07-18T23:17:29.718114+00:00
4614,4614,10.1101/2022.03.18.484007,2,2022-05-21,neuroscience,Glial control of sphingolipid levels sculpts diurnal remodeling of circadian circuits,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/21/2022.03.18.484007.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.18.484007,https://doi.org/10.1101/2022.03.18.484007,0,,2026-07-18T23:17:45.937506+00:00
4615,4615,10.1101/2022.12.15.520291,1,2022-12-20,ecology,Loss of species richness with land use intensity is explained by a reduction in niche differences.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/20/2022.12.15.520291.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.15.520291,https://doi.org/10.1101/2022.12.15.520291,0,,2026-07-18T23:18:04.525393+00:00
4616,4616,10.1101/2022.12.06.519410,1,2022-12-07,microbiology,Characterization of a novel botybirnavirus with a unique dsRNA infecting Didymella theifolia from tea plants,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/07/2022.12.06.519410.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.06.519410,https://doi.org/10.1101/2022.12.06.519410,2,,2026-07-18T23:18:18.756350+00:00
4617,4617,10.1101/2022.11.06.515352,1,2022-11-06,microbiology,Metagenome-based metabolic modelling predicts unique microbial interactions in deep-sea hydrothermal plume microbiomes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/06/2022.11.06.515352.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.06.515352,https://doi.org/10.1101/2022.11.06.515352,0,,2026-07-18T23:18:37.099782+00:00
4618,4618,10.1101/2022.07.14.500038,1,2022-07-16,evolutionary biology,The Phylotranscriptomic Hourglass Pattern in Fungi: An Updated Model,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/16/2022.07.14.500038.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.14.500038,https://doi.org/10.1101/2022.07.14.500038,0,,2026-07-18T23:18:53.879060+00:00
4619,4619,10.1101/2022.08.30.505897,1,2022-08-30,bioinformatics,BindingSiteAugmentedDTA: Enabling A Next-Generation Pipeline for Interpretable Prediction Models in Drug-Repurposing,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/30/2022.08.30.505897.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.30.505897,https://doi.org/10.1101/2022.08.30.505897,0,,2026-07-18T23:19:13.661755+00:00
4620,4620,10.1101/2022.08.29.505742,1,2022-08-29,neuroscience,Parallel cognitive maps for short-term statistical and long-term semantic relationships in the hippocampal formation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/29/2022.08.29.505742.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.29.505742,https://doi.org/10.1101/2022.08.29.505742,0,,2026-07-18T23:19:24.295082+00:00
4621,4621,10.1101/2022.05.25.493397,1,2022-05-25,microbiology,Distinct antigenic properties of the SARS-CoV-2 Omicron lineages BA.4 and BA.5,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/25/2022.05.25.493397.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.25.493397,https://doi.org/10.1101/2022.05.25.493397,0,,2026-07-18T23:19:43.017327+00:00
4622,4622,10.1101/2022.12.09.519732,1,2022-12-12,cancer biology,Oncolytic adenovirus serotype 35 mediated tumor growth suppression via efficient activation and tumor infiltration of natural killer cells,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/12/2022.12.09.519732.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.09.519732,https://doi.org/10.1101/2022.12.09.519732,2,,2026-07-18T23:19:58.716912+00:00
